episode,reward,length
1,0.0,5
2,1.0,14
3,0.0,3
4,2.0,22
5,0.0,3
6,0.0,5
7,0.0,3
8,0.0,5
9,1.0,12
10,0.0,3
11,0.0,5
12,0.0,5
13,0.0,5
14,0.0,5
15,3.0,40
16,0.0,5
17,0.0,5
18,4.0,41
19,0.0,3
20,0.0,5
21,0.0,5
22,0.0,5
23,1.0,16
24,0.0,3
25,0.0,5
26,0.0,5
27,0.0,5
28,1.0,14
29,0.0,3
30,0.0,5
31,0.0,5
32,1.0,14
33,0.0,5
34,1.0,12
35,0.0,5
36,0.0,5
37,0.0,5
38,1.0,14
39,1.0,12
40,0.0,3
41,0.0,5
42,1.0,16
43,0.0,3
44,1.0,15
45,0.0,5
46,0.0,5
47,0.0,5
48,0.0,5
49,0.0,5
50,0.0,5
51,0.0,5
52,0.0,5
53,2.0,23
54,0.0,3
55,0.0,5
56,0.0,5
57,1.0,14
58,1.0,17
59,0.0,3
60,1.0,12
61,0.0,5
62,0.0,5
63,0.0,5
64,0.0,5
65,0.0,5
66,0.0,5
67,1.0,14
68,0.0,5
69,0.0,5
70,2.0,22
71,0.0,5
72,0.0,5
73,0.0,3
74,1.0,16
75,0.0,5
76,1.0,16
77,0.0,5
78,1.0,12
79,0.0,5
80,2.0,21
81,0.0,5
82,0.0,5
83,0.0,5
84,2.0,21
85,0.0,5
86,0.0,5
87,0.0,5
88,2.0,23
89,0.0,5
90,0.0,5
91,1.0,16
92,0.0,5
93,1.0,17
94,0.0,5
95,0.0,3
96,0.0,5
97,0.0,5
98,1.0,12
99,0.0,3
100,0.0,5
101,0.0,5
102,1.0,14
103,0.0,3
104,0.0,5
105,0.0,5
106,0.0,5
107,0.0,5
108,0.0,5
109,0.0,5
110,0.0,5
111,0.0,5
112,0.0,5
113,0.0,5
114,1.0,14
115,0.0,5
116,0.0,5
117,0.0,5
118,0.0,5
119,0.0,5
120,0.0,5
121,0.0,5
122,0.0,5
123,0.0,5
124,2.0,21
125,0.0,5
126,0.0,5
127,0.0,5
128,0.0,5
129,0.0,5
130,0.0,5
131,0.0,5
132,2.0,21
133,0.0,5
134,0.0,5
135,0.0,3
136,0.0,5
137,0.0,5
138,0.0,5
139,2.0,21
140,0.0,5
141,1.0,12
142,0.0,3
143,0.0,3
144,1.0,14
145,1.0,17
146,1.0,16
147,0.0,5
148,1.0,15
149,0.0,3
150,0.0,5
151,0.0,5
152,0.0,5
153,0.0,5
154,0.0,3
155,0.0,5
156,0.0,5
157,1.0,16
158,0.0,3
159,0.0,5
160,1.0,15
161,1.0,17
162,0.0,3
163,1.0,12
164,0.0,5
165,2.0,28
166,1.0,16
167,0.0,5
168,0.0,5
169,1.0,15
170,0.0,3
171,0.0,5
172,0.0,5
173,0.0,5
174,2.0,21
175,0.0,5
176,2.0,23
177,0.0,3
178,0.0,3
179,0.0,5
180,0.0,5
181,0.0,5
182,0.0,5
183,0.0,5
184,1.0,12
185,0.0,3
186,1.0,16
187,0.0,5
188,0.0,5
189,0.0,5
190,0.0,5
191,0.0,5
192,0.0,5
193,3.0,36
194,0.0,3
195,1.0,12
196,0.0,5
197,0.0,5
198,0.0,5
199,1.0,12
200,1.0,16
201,1.0,16
202,0.0,5
203,0.0,5
204,0.0,5
205,0.0,3
206,0.0,5
207,0.0,5
208,0.0,5
209,0.0,5
210,0.0,5
211,0.0,5
212,1.0,14
213,0.0,5
214,1.0,15
215,0.0,5
216,0.0,5
217,2.0,23
218,0.0,5
219,0.0,5
220,0.0,3
221,0.0,5
222,0.0,5
223,0.0,3
224,1.0,16
225,2.0,25
226,0.0,5
227,0.0,5
228,0.0,5
229,4.0,44
230,0.0,3
231,1.0,16
232,0.0,5
233,0.0,5
234,0.0,5
235,0.0,5
236,0.0,5
237,1.0,16
238,1.0,12
239,0.0,5
240,0.0,5
241,0.0,5
242,0.0,5
243,0.0,5
244,0.0,5
245,2.0,21
246,0.0,5
247,0.0,5
248,0.0,5
249,0.0,5
250,1.0,17
251,0.0,5
252,0.0,5
253,2.0,21
