episode,reward,length
1,0.0,5
2,0.0,5
3,0.0,5
4,0.0,5
5,1.0,16
6,1.0,16
7,0.0,5
8,1.0,12
9,1.0,10
10,1.0,18
11,0.0,5
12,0.0,5
13,0.0,5
14,1.0,14
15,0.0,5
16,0.0,5
17,0.0,5
18,0.0,5
19,0.0,5
20,0.0,5
21,0.0,5
22,0.0,5
23,2.0,21
24,0.0,5
25,0.0,5
26,0.0,5
27,4.0,39
28,1.0,15
29,0.0,5
30,1.0,15
31,0.0,5
32,0.0,3
33,1.0,14
34,1.0,12
35,0.0,3
36,0.0,5
37,0.0,5
38,1.0,16
39,0.0,5
40,0.0,5
41,0.0,5
42,0.0,5
43,1.0,12
44,0.0,5
45,2.0,21
46,0.0,5
47,0.0,5
48,0.0,5
49,1.0,14
50,0.0,5
51,0.0,5
52,0.0,5
53,0.0,3
54,0.0,5
55,0.0,5
56,0.0,5
57,0.0,5
58,0.0,5
59,0.0,3
60,0.0,5
61,0.0,5
62,0.0,5
63,0.0,5
64,0.0,5
65,0.0,5
66,1.0,12
67,0.0,5
68,0.0,5
69,0.0,5
70,1.0,14
71,0.0,5
72,0.0,5
73,0.0,5
74,2.0,24
75,0.0,3
76,0.0,5
77,0.0,5
78,0.0,3
79,0.0,5
80,1.0,16
81,0.0,5
82,0.0,5
83,0.0,3
84,0.0,5
85,0.0,3
86,0.0,5
87,0.0,5
88,0.0,5
89,0.0,5
90,0.0,5
91,0.0,5
92,2.0,28
93,0.0,5
94,0.0,5
95,0.0,5
96,2.0,23
97,0.0,3
98,1.0,17
99,0.0,3
100,0.0,5
101,0.0,5
102,2.0,21
103,0.0,5
104,0.0,5
105,0.0,5
106,0.0,5
107,0.0,5
108,0.0,5
109,0.0,3
110,0.0,5
111,1.0,16
112,2.0,18
113,0.0,5
114,1.0,12
115,1.0,12
116,0.0,5
117,0.0,5
118,0.0,5
119,1.0,14
120,0.0,5
121,0.0,5
122,1.0,16
123,0.0,5
124,1.0,15
125,0.0,5
126,0.0,5
127,0.0,5
128,0.0,3
129,0.0,5
130,1.0,16
131,0.0,5
132,0.0,5
133,0.0,3
134,0.0,5
135,0.0,5
136,0.0,5
137,1.0,12
138,0.0,5
139,1.0,14
140,0.0,5
141,0.0,5
142,2.0,23
143,0.0,3
144,1.0,17
145,0.0,3
146,1.0,16
147,0.0,5
148,0.0,5
149,0.0,5
150,3.0,41
151,2.0,28
152,1.0,15
153,1.0,17
154,0.0,5
155,1.0,15
156,0.0,5
157,2.0,21
158,1.0,17
159,0.0,3
160,1.0,17
161,0.0,5
162,0.0,5
163,0.0,5
164,0.0,5
165,1.0,14
166,0.0,5
167,0.0,5
168,0.0,5
169,0.0,5
170,0.0,5
171,0.0,5
172,0.0,5
173,0.0,5
174,1.0,14
175,0.0,3
176,0.0,5
177,0.0,5
178,0.0,5
179,0.0,3
180,0.0,5
181,2.0,23
182,0.0,3
183,0.0,5
184,0.0,5
185,0.0,3
186,0.0,5
187,1.0,16
188,0.0,5
189,0.0,5
190,4.0,41
191,1.0,16
192,3.0,36
193,0.0,3
194,1.0,15
195,0.0,5
196,0.0,5
197,0.0,5
198,0.0,5
199,0.0,5
200,0.0,5
201,0.0,5
202,1.0,14
203,0.0,5
204,0.0,5
205,0.0,5
206,0.0,5
207,0.0,5
208,0.0,5
209,0.0,5
210,1.0,16
211,0.0,5
212,0.0,5
213,1.0,14
214,0.0,5
215,0.0,5
216,0.0,5
217,0.0,3
218,0.0,5
219,0.0,5
220,0.0,5
221,0.0,5
222,0.0,5
223,0.0,5
224,2.0,23
225,0.0,3
226,0.0,5
227,0.0,5
228,0.0,5
229,0.0,5
230,0.0,5
231,1.0,12
232,1.0,10
233,1.0,16
234,0.0,5
235,1.0,15
236,1.0,16
237,0.0,3
238,0.0,5
239,0.0,5
240,0.0,5
241,0.0,5
242,0.0,5
243,2.0,21
244,0.0,5
245,0.0,5
246,0.0,5
247,0.0,5
248,1.0,14
249,0.0,5
250,0.0,5
251,0.0,5
252,0.0,3
253,0.0,5
254,0.0,3
255,1.0,12
256,1.0,16
257,1.0,16
258,0.0,5
259,0.0,5
260,1.0,15
261,0.0,5
262,1.0,16
263,0.0,5
264,1.0,15
265,0.0,5
266,0.0,5
267,0.0,5
268,2.0,21
269,0.0,5
270,0.0,5
271,0.0,5
272,1.0,12
273,0.0,5
274,2.0,23
275,0.0,5
276,0.0,5
277,0.0,5
278,0.0,5
279,0.0,5
280,0.0,5
281,0.0,5
282,2.0,21
283,0.0,3
284,0.0,5
285,0.0,3
286,0.0,5
287,0.0,5
288,1.0,14
289,0.0,5
290,1.0,12
291,0.0,5
292,0.0,3
293,0.0,5
294,0.0,5
295,1.0,14
296,0.0,5
297,0.0,5
298,0.0,5
299,0.0,5
300,0.0,5
301,0.0,5
302,0.0,5
303,0.0,3
304,0.0,5
305,1.0,16
306,3.0,41
307,0.0,5
308,0.0,5
309,0.0,5
310,0.0,5
311,0.0,5
312,2.0,21
313,0.0,5
314,0.0,5
315,0.0,5
316,0.0,5
317,0.0,5
318,3.0,31
319,0.0,5
320,1.0,15
321,0.0,5
322,1.0,14
323,1.0,17
324,2.0,20
325,0.0,5
326,0.0,5
327,0.0,5
328,0.0,5
329,0.0,5
330,0.0,5
331,1.0,16
332,0.0,5
333,1.0,16
334,0.0,5
335,0.0,5
336,0.0,5
337,0.0,5
338,1.0,14
339,0.0,3
340,0.0,5
341,0.0,5
342,0.0,5
343,0.0,5
344,0.0,5
345,0.0,5
346,0.0,5
347,0.0,5
348,0.0,5
349,0.0,5
350,0.0,5
351,0.0,5
352,2.0,21
353,0.0,5
354,0.0,5
355,0.0,5
356,1.0,16
357,0.0,5
358,0.0,3
359,0.0,5
360,0.0,5
361,0.0,5
362,1.0,12
363,0.0,5
364,2.0,24
365,0.0,5
366,0.0,5
367,2.0,23
368,0.0,3
369,0.0,5
370,0.0,3
371,0.0,5
372,0.0,5
373,0.0,3
374,0.0,3
375,0.0,5
376,1.0,16
377,0.0,5
378,0.0,5
379,1.0,15
380,0.0,5
381,0.0,5
382,0.0,5
383,2.0,23
384,0.0,5
385,0.0,5
386,0.0,5
387,0.0,3
388,0.0,5
389,0.0,5
390,0.0,5
391,0.0,5
392,0.0,5
393,0.0,5
394,0.0,5
395,1.0,14
396,0.0,5
397,1.0,12
398,0.0,5
399,3.0,39
400,0.0,3
401,0.0,5
402,0.0,5
403,0.0,5
404,0.0,5
405,0.0,5
406,1.0,16
407,0.0,5
408,0.0,5
409,0.0,3
410,0.0,5
411,0.0,5
412,0.0,5
413,0.0,5
414,0.0,3
415,0.0,3
416,0.0,5
417,4.0,41
418,0.0,5
419,1.0,15
420,0.0,5
421,0.0,5
422,2.0,23
423,0.0,5
424,0.0,5
425,0.0,5
426,0.0,5
427,0.0,5
428,0.0,5
429,0.0,5
430,0.0,3
431,0.0,5
432,1.0,16
433,0.0,5
434,0.0,3
435,0.0,3
436,0.0,5
437,0.0,5
438,0.0,5
439,0.0,5
440,0.0,5
441,0.0,5
442,0.0,5
443,1.0,14
444,2.0,28
445,1.0,17
446,0.0,5
447,2.0,21
448,0.0,3
449,0.0,5
450,1.0,15
451,1.0,16
452,0.0,5
453,0.0,5
454,1.0,17
455,0.0,5
456,0.0,5
457,0.0,5
458,0.0,5
459,1.0,12
460,0.0,5
461,0.0,5
