episode,reward,length
1,0.0,5
2,1.0,14
3,0.0,3
4,1.0,12
5,0.0,5
6,0.0,5
7,0.0,5
8,0.0,5
9,1.0,12
10,0.0,3
11,0.0,5
12,1.0,16
13,0.0,5
14,1.0,15
15,0.0,5
16,0.0,5
17,2.0,21
18,1.0,16
19,0.0,5
20,0.0,5
21,0.0,5
22,1.0,14
23,2.0,29
24,0.0,5
25,0.0,5
26,0.0,5
27,0.0,5
28,0.0,5
29,2.0,27
30,0.0,5
31,1.0,16
32,0.0,5
33,1.0,16
34,0.0,5
35,0.0,5
36,0.0,5
37,0.0,5
38,0.0,5
39,0.0,5
40,3.0,36
41,0.0,5
42,1.0,15
43,1.0,12
44,0.0,5
45,1.0,12
46,0.0,5
47,1.0,14
48,0.0,5
49,1.0,16
50,0.0,3
51,0.0,5
52,1.0,14
53,0.0,5
54,0.0,5
55,1.0,12
56,1.0,16
57,2.0,19
58,0.0,3
59,0.0,5
60,0.0,3
61,0.0,5
62,2.0,21
63,0.0,3
64,0.0,5
65,0.0,5
66,0.0,5
67,0.0,5
68,0.0,5
69,0.0,5
70,0.0,3
71,0.0,5
72,1.0,14
73,0.0,3
74,0.0,5
75,0.0,5
76,0.0,5
77,1.0,16
78,0.0,3
79,0.0,5
80,1.0,15
81,0.0,5
82,0.0,5
83,0.0,5
84,1.0,12
85,1.0,16
86,0.0,5
87,1.0,16
88,0.0,5
89,2.0,21
90,1.0,17
91,0.0,5
92,1.0,14
93,0.0,5
94,0.0,5
95,0.0,5
96,0.0,5
97,1.0,16
98,0.0,3
99,0.0,5
100,0.0,5
101,0.0,5
102,2.0,27
103,1.0,17
104,0.0,3
105,1.0,17
106,0.0,5
107,0.0,5
108,0.0,5
109,1.0,16
110,0.0,5
111,1.0,16
112,0.0,5
113,0.0,3
114,1.0,10
115,0.0,5
116,0.0,5
117,0.0,5
118,1.0,12
119,0.0,5
120,0.0,5
121,2.0,23
122,0.0,3
123,0.0,5
124,0.0,3
125,0.0,5
126,0.0,5
127,0.0,5
128,0.0,5
129,0.0,5
130,1.0,12
131,0.0,5
132,2.0,27
133,0.0,3
134,0.0,5
135,2.0,27
136,0.0,5
137,0.0,5
138,0.0,5
139,1.0,17
140,2.0,22
141,0.0,5
142,2.0,27
143,0.0,3
144,0.0,5
145,1.0,17
146,0.0,5
147,0.0,5
148,0.0,5
149,1.0,16
150,0.0,5
151,0.0,5
152,0.0,5
153,0.0,5
154,0.0,5
155,0.0,5
156,0.0,5
157,0.0,5
158,1.0,16
159,1.0,17
160,0.0,5
161,0.0,5
162,0.0,5
163,0.0,5
164,0.0,5
165,3.0,36
166,1.0,16
167,0.0,5
168,0.0,5
169,0.0,5
170,1.0,12
171,0.0,5
172,0.0,5
173,0.0,5
174,0.0,5
175,0.0,5
176,0.0,5
177,0.0,5
178,3.0,34
179,0.0,5
180,0.0,5
181,0.0,5
182,1.0,14
183,0.0,5
184,1.0,18
185,0.0,5
186,0.0,5
187,0.0,5
188,0.0,5
189,0.0,5
190,1.0,14
191,0.0,5
192,1.0,16
193,0.0,5
194,0.0,5
195,0.0,3
196,0.0,5
197,0.0,5
198,1.0,16
199,0.0,3
200,0.0,5
201,1.0,16
202,2.0,28
203,0.0,5
204,2.0,22
205,0.0,5
206,0.0,5
207,1.0,12
208,0.0,5
209,0.0,5
210,0.0,5
211,0.0,5
212,0.0,5
213,1.0,16
214,0.0,5
215,0.0,5
216,0.0,5
217,1.0,14
218,0.0,5
219,0.0,5
220,1.0,15
221,0.0,5
222,0.0,3
223,0.0,5
224,0.0,5
225,0.0,5
226,0.0,5
227,4.0,41
228,1.0,15
229,0.0,5
230,0.0,5
231,0.0,5
232,0.0,5
233,0.0,5
234,1.0,12
235,0.0,5
236,0.0,5
237,0.0,5
238,0.0,5
239,0.0,5
240,0.0,5
241,0.0,5
242,1.0,16
243,0.0,5
244,0.0,5
245,0.0,5
246,4.0,45
247,0.0,5
248,0.0,5
249,0.0,5
250,1.0,16
251,0.0,5
252,0.0,5
253,1.0,14
