episode,reward,length
1,0.0,5
2,0.0,5
3,2.0,21
4,1.0,17
5,2.0,20
6,0.0,5
7,0.0,5
8,0.0,5
9,0.0,5
10,0.0,5
11,0.0,5
12,0.0,5
13,1.0,16
14,0.0,3
15,0.0,5
16,2.0,23
17,0.0,5
18,1.0,17
19,0.0,5
20,0.0,5
21,1.0,16
22,0.0,5
23,0.0,5
24,1.0,14
25,1.0,16
26,0.0,5
27,0.0,5
28,0.0,5
29,0.0,3
30,0.0,3
31,0.0,5
32,0.0,5
33,0.0,5
34,0.0,5
35,0.0,5
36,1.0,16
37,1.0,12
38,0.0,3
39,0.0,5
40,0.0,5
41,0.0,5
42,0.0,3
43,0.0,3
44,0.0,5
45,0.0,5
46,2.0,23
47,0.0,5
48,1.0,15
49,0.0,5
50,2.0,24
51,0.0,5
52,0.0,5
53,1.0,16
54,0.0,5
55,1.0,17
56,0.0,5
57,0.0,5
58,0.0,5
59,0.0,5
60,0.0,5
61,0.0,5
62,0.0,5
63,0.0,5
64,0.0,5
65,0.0,5
66,0.0,5
67,0.0,5
68,0.0,5
69,0.0,5
70,0.0,5
71,0.0,5
72,0.0,5
73,0.0,5
74,0.0,5
75,0.0,5
76,0.0,5
77,1.0,14
78,1.0,17
79,0.0,5
80,1.0,15
81,0.0,5
82,1.0,16
83,0.0,3
84,0.0,5
85,0.0,5
86,0.0,5
87,0.0,5
88,0.0,5
89,1.0,16
90,0.0,3
91,0.0,5
92,0.0,5
93,0.0,5
94,0.0,5
95,0.0,3
96,0.0,5
97,1.0,14
98,0.0,3
99,0.0,5
100,0.0,5
101,0.0,5
102,1.0,14
103,1.0,17
104,0.0,5
105,0.0,5
106,0.0,5
107,1.0,12
108,0.0,5
109,0.0,5
110,1.0,15
111,0.0,5
112,0.0,5
113,3.0,36
114,3.0,32
115,0.0,5
116,1.0,16
117,0.0,3
118,0.0,5
119,0.0,5
120,0.0,5
121,0.0,5
122,0.0,5
123,0.0,5
124,0.0,5
125,0.0,5
126,0.0,5
127,0.0,5
128,1.0,12
129,1.0,12
130,0.0,3
131,0.0,5
132,0.0,5
133,0.0,3
134,0.0,5
135,0.0,5
136,0.0,5
137,0.0,5
138,0.0,5
139,0.0,5
140,0.0,5
141,0.0,5
142,0.0,5
143,2.0,23
144,0.0,3
145,0.0,5
146,0.0,5
147,0.0,5
148,0.0,5
149,0.0,5
150,0.0,5
151,2.0,29
152,1.0,17
153,0.0,5
154,1.0,17
155,0.0,5
156,0.0,5
157,0.0,5
158,0.0,5
159,0.0,5
160,0.0,5
161,2.0,23
162,0.0,5
163,0.0,5
164,0.0,5
165,1.0,17
166,0.0,5
167,0.0,5
168,0.0,5
169,0.0,5
170,0.0,5
171,0.0,5
172,3.0,39
173,0.0,5
174,0.0,5
175,1.0,17
176,0.0,5
177,0.0,5
178,0.0,5
179,0.0,5
180,0.0,5
181,1.0,16
182,0.0,3
183,0.0,5
184,1.0,18
185,1.0,17
186,0.0,5
187,1.0,14
188,1.0,12
189,0.0,5
190,0.0,5
191,1.0,16
192,0.0,3
193,0.0,5
194,0.0,3
195,0.0,5
196,2.0,23
197,0.0,5
198,1.0,17
199,0.0,5
200,0.0,5
201,0.0,5
202,0.0,5
203,0.0,5
204,0.0,5
205,0.0,5
206,0.0,5
207,0.0,5
208,0.0,5
209,0.0,5
210,0.0,3
211,0.0,5
212,1.0,14
213,0.0,5
214,0.0,5
215,0.0,5
216,0.0,5
217,0.0,5
218,0.0,5
219,0.0,3
220,0.0,5
221,0.0,5
222,0.0,5
223,1.0,14
224,1.0,16
225,0.0,5
226,0.0,5
227,2.0,24
228,0.0,3
229,0.0,5
230,0.0,3
231,0.0,5
232,0.0,5
233,1.0,14
234,0.0,5
235,0.0,5
236,2.0,28
237,0.0,5
238,0.0,5
239,0.0,5
240,0.0,5
241,1.0,16
242,1.0,12
243,0.0,5
244,0.0,5
245,0.0,5
246,0.0,5
247,0.0,3
248,0.0,5
249,0.0,5
250,0.0,5
251,0.0,5
252,2.0,23
253,0.0,5
254,0.0,5
255,1.0,15
256,0.0,5
257,0.0,5
258,0.0,5
259,0.0,5
260,1.0,12
261,0.0,5
262,2.0,21
263,0.0,3
264,0.0,5
265,1.0,12
266,0.0,5
267,0.0,5
268,2.0,21
269,0.0,3
270,0.0,5
271,0.0,5
272,4.0,45
273,0.0,5
274,0.0,5
275,1.0,12
276,1.0,12
277,0.0,5
278,1.0,12
279,0.0,3
280,0.0,5
281,0.0,5
282,1.0,12
283,1.0,12
284,0.0,5
285,0.0,3
286,0.0,5
287,0.0,5
288,0.0,5
289,0.0,5
290,0.0,5
291,0.0,5
292,0.0,5
293,2.0,21
294,0.0,3
295,0.0,5
296,0.0,5
297,1.0,12
298,1.0,12
299,1.0,16
300,0.0,5
301,0.0,5
302,2.0,21
303,0.0,3
304,0.0,5
305,0.0,5
306,0.0,5
307,1.0,12
308,0.0,5
309,0.0,5
310,0.0,5
311,0.0,5
312,0.0,5
313,0.0,5
314,0.0,5
315,0.0,5
316,0.0,5
317,1.0,16
318,0.0,5
319,0.0,5
320,0.0,5
321,0.0,5
322,0.0,5
323,0.0,5
324,0.0,5
325,1.0,14
326,0.0,5
327,0.0,3
328,0.0,3
329,1.0,14
330,1.0,12
331,0.0,5
332,0.0,5
333,2.0,23
334,2.0,24
335,0.0,5
336,2.0,24
337,1.0,12
338,0.0,5
339,0.0,5
340,0.0,5
341,1.0,16
342,1.0,12
343,0.0,3
344,0.0,3
345,1.0,15
346,0.0,5
347,0.0,5
348,0.0,5
349,0.0,5
350,1.0,14
351,0.0,5
352,1.0,12
353,0.0,5
354,0.0,5
355,0.0,5
356,0.0,5
357,0.0,5
358,0.0,5
359,0.0,5
360,0.0,5
361,0.0,5
362,0.0,5
363,0.0,5
364,0.0,3
365,0.0,5
366,0.0,5
367,0.0,5
368,0.0,5
369,0.0,5
370,2.0,24
371,1.0,16
372,0.0,3
373,0.0,5
374,0.0,5
375,1.0,12
376,1.0,16
377,0.0,5
378,0.0,5
379,1.0,15
380,0.0,5
381,0.0,5
382,2.0,21
383,0.0,5
384,0.0,5
385,0.0,5
386,0.0,5
387,0.0,5
388,4.0,39
389,0.0,5
390,0.0,5
391,2.0,23
392,0.0,5
393,0.0,5
394,4.0,45
395,1.0,12
396,1.0,16
397,0.0,5
398,0.0,5
399,0.0,5
400,0.0,5
401,1.0,16
402,0.0,5
403,0.0,5
404,0.0,5
405,1.0,17
406,0.0,5
407,0.0,5
408,0.0,5
409,1.0,14
410,0.0,3
411,0.0,5
412,4.0,39
413,0.0,5
414,0.0,5
415,0.0,5
416,1.0,16
417,1.0,16
418,0.0,3
419,0.0,5
420,1.0,17
421,0.0,5
422,0.0,5
423,1.0,12
424,0.0,5
425,4.0,39
426,0.0,5
427,1.0,12
428,0.0,5
429,1.0,14
430,0.0,5
431,0.0,5
432,1.0,14
433,1.0,17
434,1.0,12
435,0.0,3
436,0.0,5
437,2.0,23
438,0.0,5
439,0.0,5
440,0.0,5
441,0.0,5
442,0.0,5
443,0.0,5
444,1.0,14
445,0.0,5
446,0.0,5
447,1.0,14
448,0.0,5
449,1.0,15
450,1.0,17
451,0.0,5
452,1.0,14
453,0.0,3
454,1.0,16
455,0.0,3
456,0.0,5
457,0.0,5
458,4.0,39
459,0.0,3
460,0.0,3
461,0.0,5
