episode,reward,length
1,0.0,5
2,1.0,14
3,0.0,5
4,0.0,5
5,1.0,15
6,0.0,5
7,0.0,5
8,0.0,5
9,0.0,5
10,1.0,14
11,0.0,5
12,0.0,5
13,0.0,5
14,0.0,5
15,0.0,3
16,0.0,5
17,0.0,5
18,0.0,5
19,0.0,5
20,0.0,5
21,0.0,5
22,2.0,29
23,0.0,5
24,0.0,3
25,0.0,5
26,0.0,5
27,1.0,14
28,0.0,5
29,0.0,5
30,0.0,5
31,0.0,5
32,2.0,21
33,0.0,3
34,0.0,3
35,0.0,5
36,1.0,16
37,0.0,5
38,0.0,5
39,1.0,15
40,0.0,5
41,0.0,5
42,1.0,14
43,2.0,29
44,0.0,5
45,1.0,14
46,0.0,5
47,2.0,21
48,0.0,5
49,1.0,15
50,0.0,5
51,0.0,5
52,0.0,5
53,0.0,5
54,0.0,5
55,0.0,5
56,0.0,5
57,0.0,5
58,3.0,34
59,0.0,3
60,0.0,5
61,0.0,5
62,1.0,17
63,0.0,5
64,2.0,24
65,0.0,5
66,0.0,5
67,0.0,5
68,0.0,5
69,4.0,37
70,0.0,3
71,0.0,5
72,0.0,5
73,0.0,5
74,0.0,5
75,0.0,5
76,0.0,5
77,0.0,5
78,1.0,17
79,0.0,5
80,0.0,5
81,0.0,5
82,0.0,5
83,1.0,12
84,0.0,3
85,0.0,5
86,1.0,16
87,1.0,17
88,0.0,5
89,1.0,14
90,0.0,5
91,0.0,5
92,0.0,5
93,0.0,5
94,1.0,14
95,0.0,5
96,0.0,5
97,1.0,16
98,0.0,5
99,0.0,3
100,0.0,5
101,0.0,5
102,0.0,5
103,0.0,5
104,0.0,5
105,1.0,16
106,0.0,5
107,1.0,14
108,0.0,5
109,2.0,22
110,2.0,28
111,1.0,12
112,0.0,3
113,0.0,5
114,0.0,5
115,0.0,5
116,0.0,5
117,1.0,14
118,1.0,11
119,0.0,5
120,0.0,5
121,0.0,5
122,0.0,5
123,0.0,5
124,1.0,12
125,0.0,5
126,0.0,5
127,0.0,5
128,0.0,5
129,0.0,5
130,0.0,5
131,0.0,5
132,0.0,5
133,4.0,45
134,0.0,5
135,1.0,16
136,0.0,5
137,1.0,14
138,0.0,5
139,0.0,5
140,0.0,5
141,0.0,5
142,0.0,5
143,0.0,5
144,2.0,21
145,0.0,5
146,1.0,16
147,0.0,5
148,2.0,23
149,0.0,3
150,0.0,5
151,0.0,5
152,2.0,23
153,0.0,5
154,0.0,3
155,0.0,5
156,0.0,5
157,1.0,16
158,0.0,5
159,1.0,14
160,0.0,5
161,0.0,5
162,1.0,14
163,0.0,5
164,0.0,5
165,0.0,3
166,1.0,17
167,0.0,5
168,1.0,14
169,0.0,5
170,3.0,39
171,0.0,5
172,0.0,5
173,0.0,5
174,0.0,5
175,0.0,5
176,1.0,16
177,0.0,3
178,0.0,5
179,0.0,5
180,0.0,5
181,2.0,23
182,0.0,3
183,0.0,3
184,0.0,4
185,0.0,5
186,0.0,5
187,2.0,21
188,1.0,17
189,0.0,5
190,0.0,5
191,0.0,5
192,2.0,21
193,0.0,5
194,1.0,15
195,0.0,5
196,1.0,16
197,0.0,5
198,1.0,17
199,0.0,5
200,0.0,5
201,0.0,5
202,1.0,16
203,1.0,12
204,0.0,5
205,1.0,15
206,0.0,5
207,0.0,5
208,1.0,14
209,1.0,16
210,0.0,5
211,0.0,5
212,2.0,21
213,1.0,12
214,3.0,41
215,0.0,5
216,0.0,5
217,0.0,5
218,3.0,39
219,0.0,5
220,2.0,27
221,1.0,16
222,1.0,15
223,0.0,5
224,1.0,15
225,0.0,5
226,2.0,23
227,0.0,5
228,0.0,5
229,1.0,12
230,0.0,5
231,0.0,5
232,1.0,14
233,0.0,5
234,0.0,5
235,0.0,5
236,1.0,12
237,0.0,5
238,0.0,5
239,4.0,41
240,0.0,5
241,0.0,5
242,0.0,5
243,0.0,5
244,1.0,16
245,0.0,5
246,1.0,16
247,0.0,5
248,0.0,5
249,1.0,15
250,0.0,3
251,0.0,5
252,2.0,21
253,0.0,3
