episode,reward,length
1,0.0,5
2,0.0,5
3,1.0,16
4,0.0,5
5,0.0,5
6,3.0,41
7,0.0,5
8,2.0,22
9,0.0,5
10,0.0,5
11,0.0,5
12,1.0,14
13,0.0,5
14,1.0,17
15,0.0,3
16,0.0,5
17,0.0,5
18,2.0,23
19,0.0,5
20,4.0,41
21,0.0,5
22,0.0,5
23,1.0,16
24,0.0,5
25,0.0,5
26,0.0,5
27,0.0,5
28,0.0,5
29,0.0,5
30,0.0,3
31,0.0,5
32,0.0,5
33,0.0,5
34,1.0,14
35,1.0,17
36,0.0,5
37,0.0,5
38,0.0,3
39,0.0,5
40,0.0,5
41,1.0,16
42,0.0,5
43,0.0,5
44,1.0,15
45,0.0,5
46,0.0,5
47,0.0,5
48,0.0,5
49,1.0,14
50,0.0,5
51,1.0,16
52,0.0,3
53,1.0,16
54,0.0,5
55,0.0,5
56,1.0,12
57,0.0,5
58,0.0,5
59,2.0,28
60,0.0,5
61,2.0,23
62,1.0,12
63,0.0,5
64,0.0,5
65,1.0,15
66,0.0,5
67,0.0,5
68,0.0,3
69,0.0,5
70,0.0,5
71,0.0,5
72,0.0,5
73,0.0,5
74,0.0,5
75,0.0,5
76,2.0,23
77,0.0,5
78,0.0,5
79,1.0,15
80,0.0,5
81,0.0,5
82,2.0,21
83,0.0,5
84,1.0,15
85,0.0,5
86,2.0,23
87,0.0,3
88,0.0,3
89,0.0,5
90,1.0,15
91,0.0,5
92,2.0,21
93,0.0,5
94,1.0,15
95,0.0,3
96,0.0,5
97,0.0,5
98,0.0,5
99,0.0,5
100,0.0,5
101,0.0,5
102,0.0,5
103,0.0,5
104,0.0,5
105,0.0,5
106,0.0,5
107,1.0,14
108,1.0,17
109,0.0,3
110,0.0,5
111,1.0,16
112,0.0,5
113,1.0,15
114,0.0,5
115,0.0,5
116,0.0,5
117,1.0,16
118,1.0,16
119,0.0,5
120,0.0,5
121,0.0,5
122,0.0,5
123,0.0,5
124,0.0,5
125,3.0,34
126,0.0,5
127,0.0,5
128,2.0,27
129,0.0,5
130,0.0,5
131,0.0,5
132,0.0,5
133,0.0,5
134,2.0,21
135,1.0,17
136,0.0,5
137,0.0,5
138,2.0,21
139,0.0,5
140,0.0,5
141,0.0,5
142,0.0,5
143,0.0,5
144,0.0,5
145,1.0,16
146,0.0,5
147,0.0,5
148,2.0,21
149,0.0,3
150,0.0,5
151,0.0,5
152,0.0,5
153,0.0,3
154,0.0,5
155,0.0,5
156,0.0,5
157,0.0,5
158,0.0,5
159,0.0,5
160,0.0,5
161,0.0,5
162,0.0,5
163,2.0,21
164,0.0,5
165,0.0,5
166,0.0,5
167,0.0,5
168,2.0,27
169,0.0,5
170,0.0,5
171,0.0,5
172,0.0,5
173,0.0,5
174,0.0,5
175,0.0,5
176,2.0,29
177,0.0,5
178,1.0,15
179,0.0,5
180,1.0,15
181,2.0,23
182,0.0,3
183,1.0,16
184,0.0,5
185,0.0,5
186,0.0,5
187,2.0,21
188,0.0,3
189,0.0,5
190,0.0,5
191,0.0,5
192,0.0,5
193,0.0,5
194,0.0,5
195,1.0,12
196,0.0,5
197,2.0,21
198,0.0,3
199,0.0,5
200,0.0,5
201,1.0,16
202,1.0,17
203,0.0,3
204,0.0,3
205,0.0,3
206,0.0,5
207,0.0,5
208,2.0,21
209,0.0,5
210,1.0,15
211,0.0,5
212,0.0,5
213,0.0,5
214,1.0,14
215,0.0,3
216,0.0,5
217,1.0,16
218,1.0,12
219,0.0,5
220,1.0,15
221,1.0,16
222,0.0,3
223,0.0,3
224,1.0,12
225,1.0,17
226,1.0,16
227,0.0,5
228,0.0,3
229,1.0,18
230,0.0,3
231,1.0,16
232,0.0,5
233,0.0,5
234,0.0,5
235,0.0,5
236,0.0,5
237,0.0,5
238,2.0,23
239,0.0,5
240,0.0,5
241,0.0,5
242,0.0,5
243,0.0,5
244,0.0,5
245,0.0,5
246,0.0,5
247,0.0,5
248,0.0,5
249,0.0,5
250,1.0,16
251,1.0,16
252,0.0,3
253,0.0,3
254,2.0,22
255,2.0,24
256,4.0,45
257,0.0,3
258,0.0,5
259,1.0,14
260,0.0,3
261,2.0,23
262,0.0,3
263,0.0,5
264,1.0,15
265,0.0,5
266,0.0,5
267,0.0,5
268,2.0,21
269,0.0,3
270,1.0,12
271,0.0,5
272,0.0,3
273,2.0,28
274,2.0,22
275,0.0,3
276,0.0,5
277,2.0,21
278,0.0,3
279,1.0,16
280,0.0,3
281,2.0,24
282,1.0,10
283,0.0,3
284,2.0,22
285,0.0,5
286,1.0,16
287,1.0,17
288,0.0,5
289,0.0,5
290,0.0,5
291,0.0,5
292,0.0,5
293,0.0,5
294,1.0,16
295,1.0,17
296,1.0,16
297,2.0,24
298,1.0,12
299,0.0,5
300,0.0,5
301,1.0,12
302,1.0,12
303,0.0,3
304,0.0,5
305,2.0,21
306,0.0,5
307,0.0,3
308,0.0,5
309,2.0,21
310,0.0,3
311,2.0,23
312,0.0,3
313,1.0,16
314,1.0,17
315,1.0,12
316,0.0,5
317,1.0,12
318,1.0,12
319,1.0,16
320,0.0,5
321,0.0,5
322,0.0,5
323,0.0,5
324,0.0,5
325,1.0,12
326,0.0,5
327,0.0,5
328,0.0,5
329,0.0,5
330,0.0,5
331,0.0,5
332,0.0,5
333,0.0,5
334,0.0,5
335,1.0,17
336,0.0,5
337,1.0,14
338,0.0,3
339,0.0,5
340,1.0,15
341,0.0,5
342,2.0,21
343,0.0,3
344,0.0,5
345,0.0,3
346,0.0,5
347,2.0,21
348,0.0,5
349,1.0,17
350,0.0,5
351,2.0,23
352,0.0,3
353,1.0,17
354,0.0,3
355,0.0,5
356,0.0,5
357,1.0,14
358,1.0,11
359,0.0,3
360,0.0,5
361,0.0,5
362,1.0,10
363,0.0,3
364,0.0,5
365,1.0,11
366,0.0,5
367,1.0,10
368,1.0,12
369,0.0,3
370,0.0,3
371,0.0,5
372,0.0,3
373,0.0,3
374,0.0,3
375,1.0,14
376,0.0,5
377,1.0,14
378,0.0,3
379,0.0,5
380,0.0,3
381,0.0,5
382,1.0,14
383,0.0,3
384,0.0,5
385,1.0,15
386,1.0,16
387,0.0,3
388,1.0,16
389,0.0,3
390,0.0,3
391,0.0,5
392,2.0,21
393,0.0,3
394,0.0,5
395,1.0,15
396,0.0,5
397,2.0,21
398,0.0,3
399,0.0,5
400,1.0,15
401,0.0,5
402,2.0,21
403,0.0,3
404,0.0,5
405,1.0,15
406,0.0,5
407,0.0,5
408,0.0,5
409,0.0,5
410,0.0,5
411,0.0,5
412,0.0,5
413,0.0,5
414,0.0,5
415,0.0,5
416,0.0,5
417,2.0,21
418,1.0,17
419,1.0,17
420,0.0,5
421,0.0,5
422,0.0,5
423,0.0,5
424,0.0,5
425,0.0,5
426,0.0,5
427,2.0,29
428,0.0,5
429,0.0,5
430,0.0,5
431,0.0,5
432,1.0,12
433,1.0,12
434,0.0,3
435,1.0,12
436,0.0,5
437,0.0,5
438,0.0,5
439,0.0,5
440,0.0,5
441,0.0,5
442,0.0,5
443,0.0,5
444,0.0,5
445,0.0,5
446,0.0,5
447,0.0,5
448,0.0,5
449,0.0,5
450,0.0,5
451,0.0,5
452,0.0,5
453,1.0,12
454,1.0,12
455,0.0,5
456,0.0,5
457,0.0,5
458,0.0,5
459,0.0,5
460,0.0,5
461,1.0,16
